name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
chauraha,1994,154,"Action, Crime, Drama",3.9,25,Sadaqat Hussein,jeetendra,jackie shroff,jaya prada
chauranga,2014,88,Drama,6.5,299,Bikas Ranjan Mishra,sanjay suri,tannishtha chatterjee,riddhi sen
chausar,2018,85,Drama,6.4,82,Sagar Sarhadi,sanjeev giriwer,nawazuddin siddiqui,amruta subhash
cheeni kum,2007,140,"Comedy, Drama, Romance",6.8,4997,R. Balki,amitabh bachchan,tabu,paresh rawal
cheer haran,2021,98,Documentary,9.1,123,Kuldeep Ruhil,kuldeep ruhil,,
chef,2017,133,"Comedy, Drama, Family",5.7,2229,Raja Menon,saif ali khan,padmapriya,svar kamble
chehere: a modern day classic,2015,106,Thriller,5.8,22,Rohit Kaushik,divya dutta,manisha koirala,jackie shroff
chehraa,2005,136,Thriller,3.8,140,Saurabh Shukla,bipasha basu,dino morea,preeti jhangiani
chehre pe chehra,1981,140,"Drama, Horror, Romance",6.1,53,Raj Tilak,sanjeev kumar,rekha,vinod mehra
cheluvi,1992,102,Drama,7.5,86,Girish Karnad,girish karnad,sonali kulkarni,prashant rao
chemmeen,1965,140,"Drama, Romance",7.7,475,Ramu Kariat,sathyan,sheela,madhu
chennai express,2013,141,"Action, Adventure, Comedy",6.0,50307,Rohit Shetty,deepika padukone,shah rukh khan,sathyaraj
chetna,1970,135,Drama,6.2,27,B.R. Ishara,anil dhawan,shatrughan sinha,rehana sultan
chetna: the excitement,2005,102,Thriller,3.1,45,Partho Ghosh,jatin grewal,kiran kumar,navnit ravi rana
chettaniki kallu levu,1981,141,"Action, Drama, Crime",7.6,81,S.A. Chandrashekhar,chiranjeevi,madhavi,lakshmi
chhailla babu,1977,146,"Action, Crime, Romance",6.8,74,Joy Mukherjee,rajesh khanna,zeenat aman,asrani
chhalaang,2020,136,"Comedy, Drama",6.8,15830,Hansal Mehta,rajkummar rao,nushrat bharucha,mohd. zeeshan ayyub
chhalia,1960,112,"Musical, Romance",7.4,201,Manmohan Desai,raj kapoor,nutan,pran
chhapaak,2020,120,"Biography, Drama",5.1,25070,Meghna Gulzar,deepika padukone,vikrant massey,madhurjeet sarghi
chhappad phaad ke,2019,90,Drama,6.3,954,Sameer Joshi,siddharth menon,vinay pathak,ayesha raza
chhatrapati shivaji,1952,170,"Drama, History",8.3,39,Bhalji Pendharkar,parshwanath yeshwant altekar,chandrakant,gajanan jagirdar
chhaya,1961,144,"Drama, Romance",7.1,42,Hrishikesh Mukherjee,sunil dutt,asha parekh,nirupa roy
chhichhore,2019,143,"Comedy, Drama",8.3,38581,Nitesh Tiwari,sushant singh rajput,shraddha kapoor,varun sharma
chhodon naa yaar,2007,97,"Horror, Thriller",4.6,94,Dilip Sood,jimmy sheirgill,kim sharma,farid amiri
chhota bheem and the curse of damyaan,2012,88,"Animation, Adventure, Fantasy",5.7,145,Rajiv Chilaka,jigna bhardwaj,chutki,kaustav ghosh
chhota bheem and the throne of bali,2013,130,Animation,6.2,142,Rajiv Chilaka,rupa bhimani,vivaan bhimani,parignya pandya shah
chhota bheem himalayan adventure,2016,97,Animation,5.5,117,Rosauro Adorable,jigna bhardwaj,rupa bhimani,sonal kaushal
chhota bheem in the incan adventure,2013,65,"Animation, Adventure, Fantasy",6.5,22,Rajiv Chilaka,jigna bhardwaj,julie tejwani,rajesh kava
chhota bheem kung fu dhamaka,2019,97,"Animation, Action, Adventure",5.2,119,Rajiv Chilaka,binayak das,urvi ashar,asif ali beig
chhota chetan,1998,103,"Adventure, Comedy, Family",5.7,155,Jijo Punnoose,urmila matondkar,dalip tahil,satish kaushik
chhota sa ghar,1996,141,Drama,3.7,11,Kalpataru,asrani,neelima azim,beena banerjee
chhote nawab,1961,140,"Comedy, Drama, Romance",5.5,24,S.A. Akbar,ameeta,mehmood,johnny walker
chhote sarkar,1996,151,"Comedy, Romance, Thriller",4.7,239,Vimal Kumar,govinda,shilpa shetty kundra,aruna irani
chhoti bahen,1959,155,Drama,6.6,35,L.V. Prasad,balraj sahni,shyama,rehman
chhoti bahu,1971,137,"Drama, Family",6.1,67,K.B. Tilak,rajesh khanna,sharmila tagore,nirupa roy
chhoti si baat,1976,123,"Comedy, Romance",8.3,3868,Basu Chatterjee,ashok kumar,vidya sinha,amol palekar
chhoti si mulaqat,1967,175,"Drama, Romance",6.7,39,Alo Sarkar,vyjayanthimala,uttam kumar,rajendranath malhotra
chhupa rustam: a musical thriller,2001,127,"Drama, Musical, Romance",4.6,86,Aziz Sejawal,sanjay kapoor,mamta kulkarni,manisha koirala
chhupam chhaai,2016,94,"Adventure, Drama, Family",8.4,79,Pratik Mittal,akshat jain,sanket chauhan,anshu khatri
chicken curry law,2019,127,Drama,5.3,30,Shekhar Sirrinn,natalia janoszek,ashutosh rana,makrand deshpande
chicken tikka masala,2005,90,"Comedy, Drama, Romance",5.6,524,Harmage Singh Kalirai,chris bisson,saeed jaffrey,sally bankes
chidi balla,2018,112,"Comedy, Drama, Family",6.4,12,Radheshyam Pipalwa,chetan sharma,mayur more,abhimanyu singh
chidiya,2016,110,Drama,7.2,15,Mehran Amrohi,svar kamble,ayush pathak,vinay pathak
children of the pyre,2008,74,Documentary,7.4,80,Rajesh S. Jala,,,
children of war,2014,160,"Drama, History, War",6.7,879,Mrityunjay Devvrat,farooq shaikh,victor banerjee,pawan malhotra
children's party,2011,135,"Comedy, Drama, Family",7.5,7296,Vikas Bahl,nitesh tiwari,irfan khan,sanath menon
china gate,1998,175,"Action, Adventure, Drama",6.6,1430,Rajkumar Santoshi,om puri,naseeruddin shah,danny denzongpa
china town,1962,151,"Comedy, Crime, Romance",7.1,201,Shakti Samanta,shammi kapoor,shakila,helen
chinar daastaan-e-ishq,2015,116,Romance,6.8,62,Sharique Minhaj,parveen kaur,faisal khan,shahbaaz khan
chingaari,2006,155,Drama,4.6,189,Kalpana Lajmi,sushmita sen,mithun chakraborty,anuj sawhney
chinnodu,2006,150,"Action, Crime, Drama",4.0,51,Kanmani,sumanth,charmy kaur,rahul dev
chintu ji,2009,115,"Comedy, Drama",6.0,191,Ranjit Kapoor,rishi kapoor,priyanshu chatterjee,kulraj randhawa
chintu ka birthday,2020,80,"Drama, War",7.8,4063,Devanshu Singh,satyanshu singh,vinay pathak,tillotama shome
chipku,2016,135,Drama,6.8,5,Priyanka,gouri ash,rakesh bedi,neha pal chowdhury
chippa,2019,90,Drama,6.5,941,Safdar Rahman,sunny pawar,mala mukherjee,surojit
chitchor,1976,105,"Drama, Romance",7.5,618,Basu Chatterjee,amol palekar,zarina wahab,vijayendra ghatge
chitkabrey,2011,120,"Drama, Mystery, Thriller",3.9,134,Suneet Arora,ravi kishan,rahul singh,sanjay swaraj
chittagong,2012,105,"Action, Drama, War",7.3,1558,Bedabrata Pain,manoj bajpayee,barry john,delzad hiwale
chocolate: deep dark secrets,2005,160,"Crime, Drama, Mystery",4.8,1906,Vivek Agnihotri,anil kapoor,sunil shetty,arshad warsi
choked,2020,114,Drama,5.8,4826,Anurag Kashyap,saiyami kher,roshan mathew,amruta subhash
choo lenge akash,2000,85,Family,7.4,7,Virendra Saini,puru chibber,pankaj jha,parikshit sahni
chopsticks,2019,100,"Comedy, Drama",6.5,4293,Sachin Yardi,abhay deol,mithila palkar,vijay raaz
chor aur chand,1993,137,"Action, Adventure, Drama",6.9,53,Pavan Kaul,aditya pancholi,pooja bhatt,aruna irani
chor bazaari,2015,107,Comedy,4.7,22,Rajiv S. Ruia,asrani,kurush deboo,manoj joshi
chor bazar,1954,127,"Action, Drama",6.1,24,Prem Narayan Arora,shammi kapoor,sumitra devi,chitra
chor chor super chor,2013,99,"Comedy, Drama, Thriller",6.5,225,Rajesh. K.,deepak dobriyal,priya bathija,anshul kataria
chor machaaye shor,2002,145,"Action, Comedy, Crime",4.2,1124,David Dhawan,bobby deol,om puri,paresh rawal
chor machaye shor,1974,139,"Action, Musical, Romance",6.5,146,Ashok Roy,shashi kapoor,mumtaz,asrani
chor pe mor,1990,142,"Comedy, Crime",4.5,14,Kapil Kapoor,naseeruddin shah,karan shah,neelam kothari
chor sipahee,1977,138,"Action, Crime, Drama",5.8,44,Prayag Raj,shashi kapoor,vinod khanna,parveen babi
chori chori,1956,158,"Comedy, Musical, Romance",7.7,475,Anant Thakur,nargis,raj kapoor,gope
chori chori,2003,135,"Comedy, Romance, Musical",4.8,837,Milan Luthria,ajay devgn,sonali bendre,rani mukerji
chori chori,1972,115,"Action, Drama",5.0,5,Keval P. Kashyap,sanjay khan,radha saluja,kamran
chori chori chupke chupke,2001,160,"Comedy, Drama, Musical",5.4,4464,Abbas Alibhai Burmawalla,mastan alibhai burmawalla,salman khan,rani mukerji
chori mera kaam,1975,165,"Comedy, Musical, Romance",7.0,136,Brij,ashok kumar,shashi kapoor,zeenat aman
chorni,1982,149,"Comedy, Drama",5.3,39,Jyoti Swaroop,jeetendra,neetu singh,shreeram lagoo
choron ki baaraat,1980,135,Action,7.1,16,Harmesh Malhotra,shatrughan sinha,neetu singh,ajit
chorus,1975,124,"Fantasy, Drama",7.4,84,Mrinal Sen,utpal dutt,ajit banerjee,shekhar chatterjee
chota jadugar,2003,99,Fantasy,3.1,102,Jose Punnoose,sooraj balaji,s.p. balasubrahmanyam,julian carey
chota sipahi,2004,90,Family,7.1,10,Jayashree Kanal,,,
chote nawab,2020,108,Drama,6.1,7,Kumud Chaudhary,tulika banerjee,plabita borthakur,rajshri deshpande
chousar firangi,2019,95,"Comedy, Drama",6.8,85,Sandeep Pandey,prateek pachauri,rekha mishra,anudeep singh
chowkidar,1974,135,Drama,5.3,22,Shyam Ralhan,sanjeev kumar,yogeeta bali,vinod khanna
chronicle of space,2020,85,Family,5.8,19,Akshay Indikar,neel deshmukh,anushree wani,
chronicles of hari,2016,120,Drama,5.9,22,Ananya Kasarvalli,shrunga b.v.,krishnamurthy,
chudail,1997,98,Horror,4.9,10,P. Chandrakumar,kiran kumar,poonam dasgupta,anil dhawan
chudail story,2016,100,"Horror, Thriller",2.4,142,Surya Lakkoju,preeti soni,amal sherawat,nidhi bhardwaj
chup chup ke,2006,164,"Comedy, Drama, Romance",6.8,9171,Priyadarshan,kookie gulati,shahid kapoor,kareena kapoor
chupke chupke,1975,146,"Comedy, Drama, Romance",8.3,11923,Hrishikesh Mukherjee,dharmendra,sharmila tagore,amitabh bachchan
chupke se,2003,164,"Comedy, Musical, Romance",5.4,112,Shona Urvashi,zulfi sayed,masumeh makhija,rati agnihotri
chura liyaa hai tumne,2003,143,"Action, Drama, Mystery",3.7,463,Sangeeth Sivan,zayed khan,esha deol,gulshan grover
cinderella,2015,113,Fantasy,6.7,9,Kiran Nakti,mangesh desai,vinit bonde,janardhan parab
city lights,2014,126,"Drama, Thriller",7.4,4828,Hansal Mehta,rajkummar rao,patralekhaa paul,manav kaul
city of gold - mumbai 1982: ek ankahee kahani,2010,145,"Crime, Drama",6.8,355,Mahesh Manjrekar,sachin khedekar,seema biswas,ankush chaudhari
class of '83,2020,98,"Action, Crime, Drama",5.8,5084,Atul Sabharwal,bobby deol,anup soni,joy sengupta
clerk,1989,165,"Action, Crime, Drama",2.3,126,Manoj Kumar,manoj kumar,ashok kumar,rajendra kumar
click,2010,127,"Drama, Horror, Mystery",3.5,317,Sangeeth Sivan,shreyas talpade,sada,sneha ullal
climax,2020,52,"Action, Horror, Thriller",2.0,228,Ram Gopal Varma,mia malkova,renan severo,
club 60,2013,137,Drama,7.3,433,Sanjay Tripathy,farooq shaikh,sarika,raghuvir yadav
club dancer,2016,125,"Action, Musical, Thriller",6.9,17,B. Prasad,rajbeer singh,nish,ajaz khan
coal india,2015,48,Documentary,8.0,6,Ajay Koli,felix roeben,,
cocktail,2012,146,"Comedy, Drama, Romance",6.3,13486,Homi Adajania,saif ali khan,deepika padukone,diana penty
coffee bloom,2015,90,Drama,5.9,101,Manu Warrier,arjun mathur,sugandha garg,ishwari bose-bhattacharya
colours of passion,2008,132,"Biography, Drama, Romance",7.0,1827,Ketan Mehta,randeep hooda,nandana sen,paresh rawal
come december,2006,92,Drama,5.6,58,Faisal Saif,arun bakshi,hayley cleghorn,bobby darling
comedy couple,2020,117,"Comedy, Romance",7.7,1662,Nachiket Samant,saqib saleem,shweta basu prasad,pooja bedi
commando,1988,149,"Action, Drama, Romance",4.2,171,Babbar Subhash,mithun chakraborty,mandakini,hemant birje
commando,2013,124,"Action, Adventure, Thriller",6.2,4757,Dilip Ghosh,vidyut jammwal,hsieh chang hai,nelson liao sheng hua
commando 2,2017,144,"Action, Adventure, Thriller",5.3,3015,Deven Bhojani,vidyut jammwal,adah sharma,esha gupta
commando 3,2019,133,"Action, Adventure, Thriller",5.7,2425,Aditya Datt,vidyut jammwal,adah sharma,gulshan devaiah
company,2002,142,"Action, Crime, Drama",7.9,14795,Ram Gopal Varma,ajay devgn,mohanlal,manisha koirala
compulsed,1974,155,"Drama, Mystery, Thriller",7.1,668,Ravi Tandon,amitabh bachchan,parveen babi,pran
congregation,1986,140,Drama,6.5,15,Muzaffar Ali,shabana azmi,farooq shaikh,rohini hattangadi
consequence karma,2021,92,"Drama, Thriller",9.0,223,Shadab Ahmad,sidharth bhardwaj,monis khan,pooja gupta
contract,2008,117,"Action, Crime, Drama",4.0,230,Ram Gopal Varma,adhvik mahajan,sakshi gulati,amruta khanvilkar
cookie,2020,104,Horror,6.2,191,Lalit Marathe,nabeel ahmed,amit ashar,bhavin bhanushali
cooking with stella,2009,104,"Comedy, Drama",5.4,282,Dilip Mehta,seema biswas,don mckellar,lisa ray
coolie,1983,177,"Action, Comedy, Drama",6.6,2123,Manmohan Desai,prayag raj,amitabh bachchan,waheeda rehman
coolie no. 1,1995,143,"Action, Comedy, Romance",6.6,4843,David Dhawan,govinda,karisma kapoor,harish
coolie no. 1,1991,146,"Action, Drama, Romance",6.7,678,K. Raghavendra Rao,venkatesh daggubati,tabu,babu mohan
coolie no. 1,2020,134,"Action, Comedy, Romance",2.9,56232,David Dhawan,varun dhawan,sara ali khan,paresh rawal
corporate,2006,142,Drama,6.5,1957,Madhur Bhandarkar,bipasha basu,kay kay menon,raj babbar
courage,1992,161,"Action, Drama, Romance",4.8,787,Farogh Siddique,ajay devgn,karisma kapoor,ajit
court,2014,116,Drama,7.7,4338,Chaitanya Tamhane,vira sathidar,vivek gomber,geetanjali kulkarni
court martial,2020,120,Drama,6.8,179,Sourabh Shrivastava,karwarkar bhavika,saksham dayma,rajeev khandelwal
cover story,2000,140,Thriller,5.3,105,G.S. Vijayan,suresh gopi,joemon joshy,biju menon
crazy mad lover,2011,163,"Action, Comedy, Drama",5.6,4059,Samir Karnik,nafisa ali,yugesh anil,madhuri bhattacharya
crd,2016,108,"Drama, Romance",6.2,119,Kranti Kanadé,mrinmayee godbole,isha keskar,abhay mahajan
creature,2014,134,"Action, Horror, Sci-Fi",3.1,1308,Vikram Bhatt,bipasha basu,imran abbas,mukul dev
criminal,1994,123,"Action, Romance, Thriller",5.7,450,Mahesh Bhatt,nagarjuna akkineni,manisha koirala,ramya krishnan
crook: it's good to be bad,2010,121,"Action, Drama, Thriller",5.1,1965,Mohit Suri,emraan hashmi,neha sharma,arjan bajwa
cryptic road,2016,84,"Mystery, Sci-Fi, Thriller",7.3,23,Moosa Saleem,hardik kapadia,vijay ashok sharma,aastha gautam
current,1992,119,Drama,6.9,54,K. Hariharan,om puri,deepti naval,shreeram lagoo
cycle kick,2011,86,"Drama, Sport",6.1,100,Shashi Sudigala,nishan nanaiah,sunny hinduja,girija oak
cypher,2019,130,"Biography, Family",8.3,29,Sagar Pathak,kirti adarkar,aarya adhav,arun bali
d,2005,107,"Crime, Drama, Thriller",6.8,1188,Vishram Sawant,randeep hooda,chunky panday,rukhsar rehman
d company,2021,91,"Action, Crime, Thriller",4.4,218,Ram Gopal Varma,sandeep bose,abhilash chaudhary,pranay dixit
daadagiri,1997,138,"Drama, Action, Comedy",4.6,30,Arshad Khan,ayub khan,ritu parna,simran
daadi maa,1966,171,"Action, Comedy, Drama",6.2,20,L.V. Prasad,ashok kumar,bina rai,dilip raj
daaera,1953,139,Drama,6.5,32,Kamal Amrohi,meena kumari,nasir khan,m. kumar
daag,1952,149,"Drama, Romance",7.0,159,Amiya Chakrabarty,dilip kumar,nimmi,usha kiran
daag: a poem of love,1973,146,"Drama, Music, Romance",7.0,438,Yash Chopra,rajesh khanna,sharmila tagore,rakhee gulzar
daag: the fire,1999,152,"Action, Drama, Thriller",4.8,670,Raj Kanwar,sanjay dutt,chandrachur singh,mahima chaudhry
daal me kala,1964,128,"Comedy, Drama",6.0,21,Satyen Bose,nimmi,kishore kumar,abhi bhattacharya
daal mein kuch kaala hai,2012,130,Comedy,3.9,75,Anand Balraj,anand balraj,sudesh berry,kishore anand bhanushali
daas,2005,163,"Action, Romance",3.1,115,Babu Yogeswaran,vadivelu,fefsi vijayan,krishna ghattamaneni
daas dev,2018,140,"Drama, Thriller",5.1,257,Sudhir Mishra,yogesh raj mishra,rahul bhatt,richa chadha
daava,1997,145,"Action, Drama, Romance",4.5,571,Sunil Agnihotri,naseeruddin shah,akshay kumar,raveena tandon
daawat-e-biryani,2019,89,Drama,7.1,22,Aditi Roy,jayant kripalani,sauraseni maitra,suhasini mulay
daawat-e-ishq,2014,118,"Comedy, Drama, Romance",6.1,5500,Habib Faisal,aditya roy kapoor,parineeti chopra,anupam kher
daayen ya baayen,2010,115,"Comedy, Drama, Family",6.3,146,Bela Negi,deepak dobriyal,manav kaul,badrul islam
dabangg,2010,126,"Action, Comedy, Crime",6.2,30194,Abhinav Kashyap,salman khan,sonakshi sinha,sonu sood
dabangg 2,2012,120,"Action, Comedy, Crime",4.8,16920,Arbaaz Khan,salman khan,sonakshi sinha,prakash raj
dabangg 3,2019,160,"Action, Comedy, Crime",3.0,15817,Prabhu Deva,salman khan,sudeep,sonakshi sinha
dacait,1987,158,"Action, Drama",6.5,270,Rahul Rawail,rakhee gulzar,sunny deol,meenakshi sheshadri
dada,1979,137,"Action, Drama, Family",5.0,24,Jugal Kishore,vinod mehra,bindiya goswami,jeevan
dada,1999,133,Action,4.8,30,T.L.V. Prasad,ishrat ali,arjun,mithun chakraborty
dadar kirti,1980,154,"Comedy, Drama",7.2,191,Tarun Majumdar,tapas pal,ayan banerjee,mahua roy chowdhury
daddy,2017,134,"Action, Biography, Crime",6.4,1886,Ashim Ahluwalia,arjun rampal,aishwarya rajesh,nishikant kamat
daddy cool: join the fun,2009,102,"Comedy, Drama",3.8,362,K. Muralimohana Rao,sunil shetty,aarti chhabria,aashish chaudhary
daddy's daughter,2017,97,Drama,7.7,40,Abhimanyu Chauhan,mithilesh chaturvedi,farheen khan,garima rastogi
dafaa 302: indian penal code section 302 (section of murder),1975,118,"Drama, Mystery",4.9,7,K. Shrivastava,randhir kapoor,rekha,ajit
dagadi chaawl,2015,120,"Action, Crime, Drama",6.2,180,Chandrakant Kanse,ankush chaudhari,makrand deshpande,pooja sawant
dahan,1998,145,Drama,7.4,285,Rituparno Ghosh,shakuntala barua,chandni,abhishek chatterjee
dahej,1950,149,Drama,6.3,15,Shantaram Rajaram Vankudre,mumtaz begum,karan dewan,jayashree
dahek: a burning passion,1999,155,"Drama, Romance, Thriller",5.5,189,Lateef Binny,sonali bendre,danny denzongpa,anang desai
dahleez,1986,161,"Action, Drama",5.3,50,Ravi Chopra,jackie shroff,raj babbar,meenakshi sheshadri
daku aur mahatma,1977,127,"Action, Drama",4.7,7,Ravikant Nagaich,rajendra kumar,reena roy,kabir bedi
daku ganga jamuna,2000,93,"Action, Adventure, Crime",3.9,7,Kanti Shah,sapna sappu,amit pachori,durgesh nandini
daku kali bhawani,2000,120,Action,3.8,5,S.R. Pratap,dharmendra,milind gunaji,mohan joshi
daku ramkali,2000,134,"Adventure, Drama, Musical",5.0,17,Kanti Shah,sapna sappu,jay thakur,rajesh vivek
dalaal,1993,160,"Action, Drama",4.9,105,Partho Ghosh,mithun chakraborty,ayesha jhulka,ravi behl
dam999,2011,108,"Adventure, Drama, Sci-Fi",3.3,980,Sohan Roy,vinay rai,joshua fredric smith,megha burman
damaad,1978,110,Comedy,7.0,52,Rajat Rakshit,amol palekar,ranjeeta kaur,ashok saraf
damadamm!,2011,122,"Comedy, Drama, Romance",4.0,406,Swapna Joshi,himesh reshammiya,sonal sehgal,purbi joshi
damini,1993,175,"Crime, Drama",7.8,3185,Rajkumar Santoshi,meenakshi sheshadri,rishi kapoor,sunny deol
damul,1985,106,Drama,6.7,127,Prakash Jha,manohar singh,annu kapoor,sreela majumdar
dance dance,1987,153,"Action, Drama, Musical",6.1,267,Babbar Subhash,mithun chakraborty,smita patil,mandakini
dance of the wind,1997,85,"Drama, Music",6.6,128,Rajan Khosa,ami arora,roshan bano,kitu gidwani
dance party,1995,124,"Family, Music, Romance",2.6,25,Deepak Balraj Vij,raman trikha,raymon singh,aartii naagpal
dancer,1991,150,"Action, Drama, Musical",3.9,613,Kishore Vyas,akshay kumar,kirti singh,mohnish bahl
dand nayak,1998,153,Action,3.7,24,Sikander Bharti,arjun,arun bakshi,arun bali
dangal,2016,161,"Action, Biography, Drama",8.4,165074,Nitesh Tiwari,aamir khan,sakshi tanwar,fatima sana shaikh
dangerous ishq,2012,130,"Fantasy, Mystery, Romance",3.9,847,Vikram Bhatt,karisma kapoor,rajniesh duggall,divya dutta
dank,2019,108,"Horror, Thriller",5.7,19,Pushkar Manohar,sharad ponkshe,smita shewale,ananda karekar
dansh,2005,103,Drama,7.0,65,Kamika Verma,kanika verma,kay kay menon,sonali kulkarni
dansh,2018,85,Drama,8.3,9,Balmukund Tripathi,abhishek brahmachari,ajay dubey,harsh gupta
daraar,1996,105,"Action, Drama, Romance",5.4,506,Abbas Alibhai Burmawalla,mastan alibhai burmawalla,rishi kapoor,juhi chawla
darbaan,2020,145,Drama,7.5,727,Bipin Nadkarni,sharib hashmi,sharad kelkar,mukesh ramani
darbar,2020,159,"Action, Thriller",6.1,5175,A.R. Murugadoss,rajinikanth,nayanthara,nivetha thomas
dard ka rishta,1982,152,Drama,7.0,64,Sunil Dutt,sunil dutt,reena roy,smita patil
darinda,2005,76,Horror,5.2,8,Kanti Shah,anil nagrath,sapna sappu,vinod tripathi
dariya dil,1988,146,Drama,5.1,191,K. Ravi Shankar,govinda,kimi katkar,roshni
darklight,2019,113,Drama,6.5,8,Mayur Hardas,chandni,raj arjun,ishan chavan
darkness visible,2019,107,Thriller,5.6,329,Neil Biswas,seema biswas,sayani gupta,salóme gunnarsdóttir
darling,2007,128,"Drama, Horror, Romance",3.8,589,Ram Gopal Varma,fardeen khan,esha deol,isha koppikar
darmiyaan: in between,1997,128,Drama,7.2,62,Kalpana Lajmi,kirron kher,arif zakaria,tabu
darna mana hai,2003,121,Horror,6.3,3207,Prawaal Raman,saif ali khan,sameera reddy,vivek oberoi
darna zaroori hai,2006,108,Horror,5.4,1962,J.D. Chakravarthi,manish gupta,sajid khan,jijy philip
darogaji,1949,123,"Crime, Drama, Romance",7.7,9,Akhtar Hussein,nargis,paidi jairaj,rashid khan
darpan,1970,140,"Drama, Family",7.1,37,Adurthi Subba Rao,sunil dutt,waheeda rehman,sonia sahni
darr,1993,178,"Action, Drama, Romance",7.8,22635,Yash Chopra,juhi chawla,sunny deol,shah rukh khan
darr @ the mall,2014,124,"Horror, Thriller",4.9,936,Pawan Kripalani,jimmy sheirgill,nushrat bharucha,arif zakaria
darwaza,1978,117,Horror,6.0,89,Shyam Ramsay,tulsi ramsay,anil dhawan,shyamalee
darwaza,2002,84,Horror,4.3,50,Kanti Shah,arun mathur,anil nagrath,amit pachori
